epoch,train_loss,val_loss,val_roc_auc_score
1,0.5737327802926302,0.4956245720386505,0.7679872812514504
2,0.4989498034119606,0.4813397228717804,0.8053428027665599
3,0.47727191215381026,0.5245274305343628,0.8122185860836467
4,0.45183366211131215,0.5171372890472412,0.8251810332822727
5,0.4302478926256299,0.54179847240448,0.8227150350461867
