epoch,train_loss,val_loss,val_roc_auc_score
1,0.6054720566386268,0.5816749334335327,0.794420008446729
2,0.5174280778756217,0.5283057689666748,0.8373232109931087
3,0.4923205631119864,0.4965849816799164,0.8432204699265545
4,0.4678124775962224,0.5505527257919312,0.852882703777336
5,0.44815269396418617,0.5144516825675964,0.8464600995065874
