epoch,train_loss,val_loss,val_roc_auc_score
1,0.6106609087141733,0.6756215691566467,0.7638624213269606
2,0.5292163992684985,0.5978403687477112,0.830498872052658
3,0.49370860485803514,0.49747204780578613,0.8359428918715684
4,0.4581595734944419,0.45105040073394775,0.8472635688459913
5,0.4316205642526112,0.4058030843734741,0.8486284366340815
