epoch,train_loss,val_loss,val_roc_auc_score
1,0.5822657281532884,0.5264788269996643,0.8397817618274264
2,0.5062423339113593,0.49051958322525024,0.8480506108758187
3,0.47831785026937723,0.4984738230705261,0.8483584370919974
4,0.45611722161993384,0.4361143708229065,0.8550563109681666
5,0.4305410194210708,0.5360077619552612,0.8565052171236295
