epoch,train_loss,val_loss,val_roc_auc_score
1,0.595040452299696,0.3894374668598175,0.8297404366462965
2,0.5110569743044449,0.4440724551677704,0.8431497519339157
3,0.48464721034873615,0.6213728189468384,0.8592584261237957
4,0.46180435676466336,0.39110997319221497,0.8571589247553706
5,0.43265085627861094,0.628603994846344,0.8632074882215474
