epoch,train_loss,val_loss,val_roc_auc_score
1,0.5943922260776162,0.5274584889411926,0.8343892003051512
2,0.5147365629673004,0.48389512300491333,0.8521675677468573
3,0.4767171945422888,0.4864453077316284,0.8556447422247284
4,0.46075599547475576,0.6715959310531616,0.8533561091025683
5,0.4394802148453891,0.4804346561431885,0.8578007009629947
