epoch,train_loss,val_loss,val_roc_auc_score
1,0.5891098682768643,0.5247929692268372,0.8099936979667649
2,0.5175827741622925,0.502746045589447,0.8397901533494753
3,0.4868968636728823,0.5009180307388306,0.8549537298086173
4,0.4626764836721122,0.4800977408885956,0.8628644399482571
5,0.4426389131695032,0.5872166752815247,0.8554291463509017
