epoch,train_loss,val_loss,val_roc_auc_score
1,0.5880961893126369,0.607492208480835,0.7724376827739869
2,0.5148329846560955,0.6394057273864746,0.7944111776447105
3,0.4810893489047885,0.5847908854484558,0.8143538504386574
4,0.4534270288422704,0.45413678884506226,0.8048786148632967
5,0.4266524794511497,0.5170345902442932,0.8345750359745624
