epoch,train_loss,val_loss,val_roc_auc_score
1,0.5749153393236074,0.6453311443328857,0.8225171521763581
2,0.5054568110993414,0.6294189095497131,0.8520413901698347
3,0.4878350549349279,0.5601365566253662,0.8595333608268038
4,0.4597129641157208,0.32768744230270386,0.8598270410777441
5,0.44226547680569417,0.5378928780555725,0.8535597795523564
