epoch,train_loss,val_loss,val_roc_auc_score
1,0.5884440871886909,0.5512958765029907,0.8188708085214789
2,0.5124955819919705,0.6236653923988342,0.8447335180290632
3,0.4807025878690183,0.5044228434562683,0.8431890795996135
4,0.45533374324440956,0.4032217562198639,0.8454128586440786
5,0.4268180294893682,0.4322049021720886,0.8506883631075587
